property_id,address,latitude,longitude,pct_flooded,max_depth_ft
IAN-00275,"2419 Aquilos Court, Port Charlotte, FL, 33952",26.992807,-82.07432,0.0,0.0
IAN-00276,"2427 Aquilos Court, Port Charlotte, FL, 33952",26.992671,-82.074558,0.0,0.0
IAN-00277,"2435 Aquilos Court, Port Charlotte, FL, 33952",26.992511,-82.074773,0.0,0.0
IAN-00278,"2443 Aquilos Court, Port Charlotte, FL, 33952",26.992333,-82.074961,0.0,0.0
IAN-00279,"2451 Aquilos Court, Port Charlotte, FL, 33952",26.992107,-82.075148,0.0,0.0
IAN-00280,"2459 Aquilos Court, Port Charlotte, FL, 33952",26.99197,-82.075392,0.0,0.0
IAN-00281,"2467 Aquilos Court, Port Charlotte, FL, 33952",26.991746,-82.07556,0.0,0.0
IAN-00282,"2475 Aquilos Court, Port Charlotte, FL, 33952",26.991566,-82.075774,0.0,0.0
IAN-00283,"2483 Aquilos Court, Port Charlotte, FL, 33952",26.991408,-82.076004,0.0,0.0
IAN-00284,"2491 Aquilos Court, Port Charlotte, FL, 33952",26.991233,-82.076215,0.0,0.0
IAN-00285,"2500 Aquilos Court, Port Charlotte, FL, 33952",26.990907,-82.076144,0.0,0.0
IAN-00286,"2492 Aquilos Court, Port Charlotte, FL, 33952",26.990795,-82.075884,0.0,0.0
IAN-00287,"2484 Aquilos Court, Port Charlotte, FL, 33952",26.99106,-82.075618,0.0,0.0
IAN-00288,"2476 Aquilos Court, Port Charlotte, FL, 33952",26.991267,-82.075428,0.0,0.0
IAN-00289,"2468 Aquilos Court, Port Charlotte, FL, 33952",26.991437,-82.075245,0.0,0.0
IAN-00290,"2460 Aquilos Court, Port Charlotte, FL, 33952",26.991576,-82.075055,0.0,0.0
IAN-00291,2444 Aquilos Court,26.991922,-82.074714,0.0,0.0
IAN-00292,2436 Aquilos Court,26.99211,-82.074562,0.0,0.0
IAN-00293,2428 Aquilos Court,26.992291,-82.074339,0.0,0.0
IAN-00294,2412 Aquilos Court,26.992434,-82.074083,0.0,0.0
IAN-00295,2396 Aquilos Court,26.992294,-82.073878,0.0,0.0
IAN-00296,2409 Beacon Drive,26.991888,-82.074271,0.0,0.0
IAN-00297,2401 Beacon Drive,26.992086,-82.074077,0.0,0.0
IAN-00298,"2420 San Benito Court, Port Charlotte, FL, 33952",26.9917,-82.074508,0.0,0.0
IAN-00299,"2433 Beacon Drive, Port Charlotte, FL, 33952",26.991403,-82.074858,0.0,0.0
IAN-00300,"2441 Beacon Drive, Port Charlotte, FL, 33952",26.99122,-82.075011,0.0,0.0
IAN-00301,"2378 Beacon Drive, Port Charlotte, FL, 33952",26.992314,-82.073078,0.0,0.0
IAN-00302,"2369 Beacon Drive, Port Charlotte, FL, 33952",26.992802,-82.073286,0.0,0.0
IAN-00303,"2361 Beacon Drive, FL, 33952",26.993019,-82.073099,0.0085,16.4
IAN-00304,"2353 Beacon Drive, Port Charlotte, FL, 33952",26.993157,-82.072903,0.0089,16.4
IAN-00305,"2345 Beacon Drive, Port Charlotte, FL, 33952",26.9934,-82.072721,0.0,0.0
IAN-00306,"2335 Beacon Drive, Port Charlotte, FL, 33952",26.993573,-82.072537,0.0,0.0
IAN-00307,"2325 Beacon Drive, Port Charlotte, FL, 33952",26.99374,-82.072271,0.0,0.0
IAN-00308,"2315 Beacon Drive, Port Charlotte, FL, 33952",26.993961,-82.072112,0.0,0.0
IAN-00309,"2305 Beacon Drive, Port Charlotte, FL, 33952",26.994229,-82.07211,0.0,0.0
IAN-00310,"2297 Beacon Drive, Port Charlotte, FL, 33952",26.99446,-82.072082,0.0,0.0
IAN-00311,"22581 Bolanos Court, Port Charlotte, FL, 33952",26.994499,-82.072427,0.0,0.0
IAN-00312,"22573 Bolanos Court, Port Charlotte, FL, 33952",26.994533,-82.072693,0.0016,26.25
IAN-00313,"22565 Bolanos Court, Port Charlotte, FL, 33952",26.994559,-82.072971,0.0231,26.25
IAN-00314,"22557 Bolanos Court, Port Charlotte, FL, 33952",26.994602,-82.073299,0.0041,26.25
IAN-00315,"22549 Bolanos Court, Port Charlotte, FL, 33952",26.994638,-82.073566,0.0,0.0
IAN-00316,"22541 Bolanos Court, Port Charlotte, FL, 33952",26.994736,-82.073823,0.0,0.0
IAN-00317,"22533 Bolanos Court, Port Charlotte, FL, 33952",26.99479,-82.074094,0.0,0.0
IAN-00318,"22525 Bolanos Court, Port Charlotte, FL, 33952",26.994851,-82.074429,0.0,0.0
IAN-00319,"22517 Bolanos Court, Port Charlotte, FL, 33952",26.994966,-82.074684,0.0,0.0
IAN-00320,"22509 Bolanos Court, Port Charlotte, FL, 33952",26.994977,-82.075014,0.0,0.0
IAN-00321,"22501 Bolanos Court, Port Charlotte, FL, 33952",26.995188,-82.075243,0.0,0.0
IAN-00322,"22500 Bolanos Court, Port Charlotte, FL, 33952",26.995453,-82.075073,0.0,0.0
IAN-00323,"22508 Bolanos Court, Port Charlotte, FL, 33952",26.995519,-82.074757,0.0,0.0
IAN-00324,"22516 Bolanos Court, Port Charlotte, FL, 33952",26.995345,-82.074535,0.0,0.0
IAN-00325,"22524 Bolanos Court, Port Charlotte, FL, 33952",26.995316,-82.074264,0.0299,16.4
IAN-00326,"22532 Bolanos Court, Port Charlotte, FL, 33952",26.995225,-82.074009,0.0441,16.4
IAN-00327,"22540 Bolanos Court, Port Charlotte, FL, 33952",26.995137,-82.073739,0.0065,16.4
IAN-00328,"22548 Bolanos Court, Port Charlotte, FL, 33952",26.995054,-82.073465,0.0,0.0
IAN-00329,"22556 Bolanos Court, Port Charlotte, FL, 33952",26.995012,-82.073192,0.0,0.0
IAN-00330,"22564 Bolanos Court, Port Charlotte, FL, 33952",26.994979,-82.072928,0.0109,13.12
IAN-00331,"22572 Bolanos Court, Port Charlotte, FL, 33952",26.994961,-82.072647,0.0474,13.12
IAN-00332,"22580 Bolanos Court, Port Charlotte, FL, 33952",26.994928,-82.072378,0.0264,13.12
IAN-00333,"22590 Bolanos Court, Port Charlotte, FL, 33952",26.994909,-82.072037,0.0,0.0
IAN-00334,"2402 Beacon Drive, Port Charlotte, FL, 33952",26.99177,-82.07368,0.0,0.0
IAN-00335,"2410 Beacon Drive, Port Charlotte, FL, 33952",26.991599,-82.073879,0.0,0.0
IAN-00336,"2418 Beacon Drive, Port Charlotte, FL, 33952",26.991429,-82.074064,0.0,0.0
IAN-00337,"2426 Beacon Drive, Port Charlotte, FL, 33952",26.99125,-82.074264,0.0,0.0
IAN-00338,"2434 Beacon Drive, Port Charlotte, FL, 33952",26.991006,-82.074483,0.0,0.0
IAN-00339,"2449 Beacon Drive, Port Charlotte, FL, 33952",26.991034,-82.07519,0.0,0.0
IAN-00340,2531 Abscott Street,26.990759,-82.07419,0.0,0.0
IAN-00341,2469 Ivanhoe Street,26.990892,-82.073959,0.0,0.0
IAN-00342,2461 Ivanhoe Street,26.991065,-82.073796,0.0,0.0
IAN-00343,2453 Ivanhoe Street,26.991222,-82.073604,0.0,0.0
IAN-00344,2445 Ivanhoe Street,26.991385,-82.07344,0.0,0.0
IAN-00345,2437 Ivanhoe Street,26.991525,-82.073286,0.0,0.0
IAN-00346,2429 Ivanhoe Street,26.991698,-82.073098,0.0,0.0
IAN-00347,2421 Ivanhoe Street,26.991852,-82.072933,0.0,0.0
IAN-00348,23045 Peyton Place,26.992052,-82.072812,0.0,0.0
IAN-00349,2362 Beacon Drive,26.992641,-82.072733,0.0,0.0
IAN-00350,2354 Beacon Drive,26.992836,-82.072557,0.0,0.0
IAN-00351,23044 Peyton Place,26.992348,-82.072451,0.0,0.0
IAN-00352,2391 Ivanhoe Street,26.992458,-82.072268,0.0,0.0
IAN-00353,2383 Ivanhoe Street,26.99263,-82.072096,0.0,0.0
IAN-00354,2375 Ivanhoe Street,26.992779,-82.071893,0.0,0.0
IAN-00355,2370 Ivanhoe Street,26.992407,-82.071599,0.0,0.0
IAN-00356,2382 Ivanhoe Street,26.992287,-82.071803,0.0,0.0
IAN-00357,23060 Peyton Place,26.992123,-82.072026,0.0,0.0
IAN-00358,23061 Peyton Place,26.991743,-82.072384,0.0,0.0
IAN-00359,2420 Ivanhoe Street,26.991613,-82.072552,0.0,0.0
IAN-00360,23034 Peru Avenue,26.991276,-82.072946,0.0,0.0
IAN-00361,23033 Peru Avenue,26.990921,-82.073219,0.0,0.0
IAN-00362,2462 Ivanhoe Street,26.990812,-82.073452,0.0,0.0
IAN-00363,2470 Ivanhoe Street,26.990628,-82.073598,0.0,0.0
IAN-00364,2515 Abscott Street,26.990462,-82.073794,0.0,0.0
IAN-00365,2505 Abscott Street,26.990442,-82.073333,0.0,0.0
IAN-00366,2497 Abscott Street,26.990448,-82.07298,0.0,0.0
IAN-00367,2489 Abscott Street,26.99047,-82.072739,0.0,0.0
IAN-00368,2481 Abscott Street,26.990437,-82.072485,0.0,0.0
IAN-00369,2473 Abscott Street,26.990456,-82.072232,0.0,0.0
IAN-00370,2455 Abscott Street,26.99051,-82.071954,0.0,0.0
IAN-00371,23067 Peru Avenue,26.990813,-82.072088,0.0,0.0
IAN-00372,23059 Peru Avenue,26.990805,-82.072331,0.0,0.0
IAN-00373,23051 Peru Avenue,26.990858,-82.07258,0.0,0.0
IAN-00374,23088 Peyton Place,26.992088,-82.071389,0.0,0.0
IAN-00375,23071 Peyton Place,26.991674,-82.072004,0.0,0.0
IAN-00376,23079 Peyton Place,26.991659,-82.071718,0.0,0.0
IAN-00377,23087 Peyton Place,26.991663,-82.071468,0.0,0.0
IAN-00378,2427 Abscott Street,26.991339,-82.071505,0.0,0.0
IAN-00379,23076 Peru Avenue,26.991283,-82.07182,0.0,0.0
IAN-00380,23056 Peru Avenue,26.991289,-82.072357,0.0,0.0
IAN-00381,2457 Beacon Drive,26.990859,-82.075397,0.0,0.0
IAN-00382,2358 Ivanhoe Street,26.992403,-82.071327,0.0,0.0
IAN-00383,2372 Abscott Street,26.992607,-82.070835,0.0,0.0
IAN-00384,2298 Beacon Drive,26.994306,-82.07155,0.0,0.0
IAN-00385,2306 Beacon Drive,26.994056,-82.071581,0.0,0.0
IAN-00386,2314 Beacon Drive,26.993797,-82.071634,0.0,0.0
IAN-00387,2322 Beacon Drive,26.993548,-82.071758,0.0,0.0
IAN-00388,2330 Beacon Drive,26.993362,-82.071973,0.0,0.0
IAN-00389,2338 Beacon Drive,26.993191,-82.072157,0.0,0.0
IAN-00390,2346 Beacon Drive,26.993017,-82.072348,0.0,0.0
IAN-00391,2364 Abscott Street,26.992821,-82.070805,0.0,0.0
IAN-00392,2348 Abscott Street,26.993267,-82.070731,0.0,0.0
IAN-00393,2340 Abscott Street,26.993486,-82.070717,0.0,0.0
IAN-00394,2332 Abscott Street,26.993707,-82.070669,0.0,0.0
IAN-00395,2324 Abscott Street,26.993917,-82.070666,0.0,0.0
IAN-00396,2316 Abscott Street,26.994186,-82.070654,0.0,0.0
IAN-00397,2347 Abscott Street,26.993306,-82.071203,0.0,0.0
IAN-00398,2331 Abscott Street,26.993744,-82.071137,0.0,0.0
IAN-00399,2323 Abscott Street,26.993962,-82.071136,0.0,0.0
IAN-00400,2307 Abscott Street,26.994399,-82.071067,0.0,0.0
IAN-00401,2299 Abscott Street,26.994617,-82.071059,0.0,0.0
IAN-00402,2300 Abscott Street,26.994577,-82.070586,0.0,0.0
IAN-00403,2292 Abscott Street,26.994785,-82.07055,0.0,0.0
IAN-00404,2291 Abscott Street,26.994843,-82.071024,0.0,0.0
IAN-00405,23047 Fontaine Avenue,26.995032,-82.071017,0.0,0.0
IAN-00406,2284 Abscott Street,26.995009,-82.070533,0.0,0.0
IAN-00407,2282 Beacon Drive,26.994787,-82.071505,0.0,0.0
IAN-00408,2290 Beacon Drive,26.99455,-82.071533,0.0,0.0
IAN-00409,2256 Beacon Drive,26.995489,-82.071414,0.0,0.0
IAN-00410,2276 Abscott Street,26.995232,-82.070524,0.0,0.0
IAN-00411,23046 Fontaine Avenue,26.99544,-82.070977,0.0,0.0
IAN-00412,2404 Abscott Street,26.991728,-82.070941,0.0,0.0
IAN-00413,2412 Abscott Street,26.991499,-82.070994,0.0,0.0
IAN-00414,2420 Abscott Street,26.991267,-82.071017,0.0,0.0
IAN-00415,2428 Abscott Street,26.991046,-82.071142,0.0,0.0
IAN-00416,2436 Abscott Street,26.99086,-82.071204,0.0,0.0
IAN-00417,2450 Abscott Street,26.990463,-82.071419,0.0,0.0
IAN-00418,2468 Abscott Street,26.989984,-82.072012,0.0,0.0
IAN-00419,2474 Abscott Street,26.990001,-82.072287,0.0,0.0
IAN-00420,2490 Abscott Street,26.989985,-82.07278,0.0,0.0
IAN-00421,2498 Abscott Street,26.990028,-82.073009,0.0,0.0
IAN-00422,2494 Ivanhoe Street,26.989988,-82.074258,0.0,0.0
IAN-00423,2518 Ivanhoe Street,26.989728,-82.074305,0.0,0.0
IAN-00424,2526 Ivanhoe Street,26.989507,-82.074343,0.0,0.0
IAN-00425,2534 Ivanhoe Street,26.989283,-82.074325,0.0,0.0
IAN-00426,2542 Ivanhoe Street,26.989074,-82.074327,0.0,0.0
IAN-00427,2550 Ivanhoe Street,26.988839,-82.074316,0.0,0.0
IAN-00428,2574 Ivanhoe Street,26.988184,-82.074346,0.0,0.0
IAN-00429,2575 Ivanhoe Street,26.988189,-82.074803,0.0,0.0
IAN-00430,2567 Ivanhoe Street,26.988416,-82.074784,0.0,0.0
IAN-00431,2559 Ivanhoe Street,26.98863,-82.074789,0.0,0.0
IAN-00432,2551 Ivanhoe Street,26.988847,-82.07479,0.0,0.0
IAN-00433,2543 Ivanhoe Street,26.989076,-82.074776,0.0,0.0
IAN-00434,2535 Ivanhoe Street,26.989279,-82.07477,0.0,0.0
IAN-00435,2527 Ivanhoe Street,26.989506,-82.074788,0.0,0.0
IAN-00436,2519 Ivanhoe Street,26.989738,-82.07478,0.0,0.0
IAN-00437,2511 Ivanhoe Street,26.989949,-82.074814,0.0,0.0
IAN-00438,2503 Ivanhoe Street,26.990175,-82.074694,0.0,0.0
IAN-00439,2495 Ivanhoe Street,26.990402,-82.074528,0.0,0.0
IAN-00440,2480 Beacon Drive,26.990007,-82.075247,0.0,0.0
IAN-00441,2468 Beacon Drive,26.989759,-82.075245,0.0,0.0
IAN-00442,2475 Beacon Drive,26.990221,-82.075772,0.0,0.0
IAN-00443,2469 Beacon Drive,26.990464,-82.075737,0.0,0.0
IAN-00444,2357 Ivanhoe Street,26.99285,-82.071292,0.0,0.0
IAN-00445,"1793 Tamiami Trail, Port Charlotte, FL, 33948",27.007007,-82.134588,0.0,0.0
IAN-00446,"1789 Tamiami Trail, Port Charlotte, FL, 33948",27.007054,-82.135002,0.0,0.0
IAN-00447,"1797 Tamiami Trail, Port Charlotte, FL",27.006482,-82.13396,0.0,0.0
IAN-00448,"1380 Tamiami Trail, Port Charlotte, FL, 33948",27.012195,-82.143455,0.0,0.0
IAN-00449,"3835 Tamiami Trail, Port Charlotte, FL",26.972644,-82.087219,0.0,0.0
IAN-00450,"3841 Tamiami Trail, Port Charlotte, FL",26.972566,-82.086996,0.0,0.0
IAN-00451,"3883 Tamiami Trail, Port Charlotte, FL, 33952",26.971783,-82.085938,0.0,0.0
IAN-00452,"4056 Tamiami Trail, Port Charlotte, FL, 33952",26.972364,-82.083254,0.0,0.0
IAN-00453,"4065 Tamiami Trail, Port Charlotte, FL, 33952",26.970606,-82.084267,0.1017,29.53
IAN-00454,"4045 Tamiami Trail, Port Charlotte, FL, 33952",26.970838,-82.084681,0.0336,29.53
IAN-00455,"4075 Tamiami Trail, Port Charlotte, FL, 33952",26.970316,-82.083926,0.0,0.0
IAN-00456,"4095 Tamiami Trail, Port Charlotte, FL, 33952",26.970101,-82.083562,0.0,0.0
IAN-00457,"4109 Tamiami Trail, Port Charlotte, FL, 33952",26.96969,-82.083231,0.0,0.0
IAN-00458,"4105 Tamiami Trail, Port Charlotte, FL, 33952",26.969931,-82.083318,0.0,0.0
IAN-00459,"4135 Tamiami Trail, Port Charlotte, FL, 33952",26.96943,-82.082776,0.0,0.0
IAN-00460,"4157 Tamiami Trail, Port Charlotte, FL, 33952",26.969068,-82.082143,0.0,0.0
IAN-00461,"4580 Kings Highway, Port Charlotte, FL, 33980",26.962741,-82.070751,0.0,0.0
IAN-00462,"4695 Tamiami Trail, Port Charlotte, FL, 33980",26.959673,-82.069166,0.0514,26.25
IAN-00463,"4694 Tamiami Trail, Port Charlotte, FL",26.960307,-82.068365,0.1351,29.53
IAN-00464,"2785 Tamiami Trail, Port Charlotte, FL",26.989282,-82.110398,0.0,0.0
IAN-00465,"2050 Forrest Nelson Boulevard, Port Charlotte, FL, 33952",27.001514,-82.122488,0.0,0.0
IAN-00466,"2200 Tamiami Trail, Port Charlotte, FL, 33952",27.000773,-82.123541,0.015,0.0
IAN-00467,"2151 Tamiami Trail, Port Charlotte, FL",27.000669,-82.125327,0.0,0.0
IAN-00468,"2101 Tamiami Trail, Port Charlotte, FL, 33948",27.001514,-82.126549,0.0,0.0
IAN-00469,"2091 Tamiami Trail, Port Charlotte, FL, 33948",27.001714,-82.12687,0.0473,19.69
IAN-00470,"2081 Tamiami Trail, Port Charlotte, FL",27.001924,-82.126896,0.1029,19.69
IAN-00471,"2090 Tamiami Trail, Port Charlotte, FL, 33948",27.002361,-82.125894,0.0,0.0
IAN-00472,"1850 Tamiami Trail, Port Charlotte, FL, 33948",27.006554,-82.13162,0.0,0.0
IAN-00473,"1814 Tamiami Trail, Port Charlotte, FL, 33948",27.006913,-82.132208,0.0529,22.97
IAN-00474,"1617 Tamiami Trail, Port Charlotte, FL",27.008758,-82.138899,0.0,0.0
IAN-00475,"18151 Murdock Circle, Port Charlotte, FL, 33948",27.007076,-82.146574,0.0,0.0
IAN-00476,"18101 Murdock Circle, Port Charlotte, FL, 33948",27.006981,-82.14729,0.0,0.0
IAN-00477,"19501 Cochran Boulevard, Port Charlotte, FL, 33948",27.011303,-82.13249,0.0,0.0
IAN-00478,"3667 Tamiami Trail, Port Charlotte, FL",26.98592,-82.105597,0.0,0.0
IAN-00479,"3001 Tamiami Trail, Port Charlotte, FL, 33952",26.986938,-82.107512,0.0,0.0
IAN-00480,"3195 Tamiami Trail, Port Charlotte, FL, 33953",26.983397,-82.102563,0.0,0.0
IAN-00481,"21051 Bersell Avenue, 33952",26.995748,-82.105248,0.0,0.0
IAN-00482,"21059 Bersell Avenue, 33952",26.995756,-82.105026,0.0,0.0
IAN-00483,"21067 Bersell Avenue, 33952",26.995738,-82.104806,0.0,0.0
IAN-00484,"24411 Rampart Boulevard, Port Charlotte, FL, 33980",27.001543,-82.044715,0.0,0.0
IAN-00485,"3305 Tamiami Trail, Punta Gorda, FL, 33950",26.908655,-82.041312,0.0,0.0
IAN-00486,"3311 Tamiami Trail, Port Charlotte, FL",26.981703,-82.099648,0.0,0.0
IAN-00487,"199 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.975836,-82.104501,0.0,0.0
IAN-00488,"147 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975922,-82.104221,0.0,0.0
IAN-00489,"148 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.97637,-82.104271,0.0008,13.12
IAN-00490,"150 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.976277,-82.104493,0.0,0.0
IAN-00491,"152 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.976205,-82.104725,0.0,0.0
IAN-00492,"154 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.976123,-82.104924,0.0,0.0
IAN-00493,"156 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.976008,-82.10515,0.0,0.0
IAN-00494,"158 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975926,-82.105379,0.0,0.0
IAN-00495,"160 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975822,-82.105614,0.0,0.0
IAN-00496,"162 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975733,-82.105832,0.0,0.0
IAN-00497,"164 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975641,-82.106042,0.0,0.0
IAN-00498,"166 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975546,-82.106269,0.0,0.0
IAN-00499,"167 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975009,-82.106469,0.0,0.0
IAN-00500,"161 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975327,-82.105654,0.0,0.0
IAN-00501,"159 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975431,-82.105428,0.0,0.0
IAN-00502,"157 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975504,-82.105198,0.0,0.0
IAN-00503,"155 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.975639,-82.104957,0.0,0.0
IAN-00504,"197 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.975575,-82.104385,0.0,0.0
IAN-00505,"195 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.975306,-82.104485,0.0,0.0
IAN-00506,"193 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.975089,-82.104539,0.0,0.0
IAN-00507,"189 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.974894,-82.104625,0.0,0.0
IAN-00508,"101 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.971562,-82.106249,0.0215,29.53
IAN-00509,"111 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.971742,-82.106079,0.0384,29.53
IAN-00510,"121 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.971949,-82.105985,0.0024,29.53
IAN-00511,"131 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.972128,-82.105811,0.0,0.0
IAN-00512,"141 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.972336,-82.105664,0.0,0.0
IAN-00513,"153 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.973003,-82.105306,0.0,0.0
IAN-00514,"157 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.973224,-82.105244,0.0,0.0
IAN-00515,"161 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.973417,-82.105171,0.0,0.0
IAN-00516,"165 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.97361,-82.105089,0.0,0.0
IAN-00517,"169 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.973846,-82.105018,0.0,0.0
IAN-00518,"173 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.97405,-82.104929,0.0,0.0
IAN-00519,"177 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.974265,-82.104866,0.0,0.0
IAN-00520,"181 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.974478,-82.104792,0.0,0.0
IAN-00521,"185 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.974682,-82.104702,0.0,0.0
IAN-00522,"192 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.97522,-82.105019,0.0,0.0
IAN-00523,"188 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.974987,-82.105094,0.0,0.0
IAN-00524,"184 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.974763,-82.105157,0.0,0.0
IAN-00525,"180 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.97458,-82.105234,0.0,0.0
IAN-00526,"176 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.974358,-82.105349,0.0,0.0
IAN-00527,"168 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.973966,-82.105468,0.0,0.0
IAN-00528,"164 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.973709,-82.105546,0.0,0.0
IAN-00529,"130 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.972327,-82.106194,0.0,0.0
IAN-00530,"120 Carlisle Avenue Northwest, Port Charlotte, FL, 33952",26.972142,-82.106333,0.0,0.0
IAN-00531,"161 Chatham Street Northwest, Port Charlotte, FL, 33952",26.973044,-82.105836,0.0,0.0
IAN-00532,"169 Chatham Street Northwest, Port Charlotte, FL, 33952",26.973042,-82.106729,0.0,0.0
IAN-00533,"166 Chatham Street Northwest, Port Charlotte, FL, 33952",26.973461,-82.106475,0.0,0.0
IAN-00534,"164 Chatham Street Northwest, Port Charlotte, FL, 33952",26.973434,-82.106235,0.0,0.0
IAN-00535,"159 Cohassett Avenue Northwest, Port Charlotte, FL, 33952",26.973879,-82.106457,0.0,0.0
IAN-00536,"163 Cohassett Avenue Northwest, Port Charlotte, FL, 33952",26.973932,-82.10616,0.0,0.0
IAN-00537,"167 Cohassett Avenue Northwest, Port Charlotte, FL, 33952",26.974101,-82.105917,0.0,0.0
IAN-00538,"174 Cohassett Avenue Northwest, Port Charlotte, FL, 33952",26.974494,-82.106254,0.0,0.0
IAN-00539,"3524 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.97459,-82.106752,0.0,0.0
IAN-00540,"3532 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.974308,-82.106731,0.0,0.0
IAN-00541,"3548 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.973849,-82.106738,0.0,0.0
IAN-00542,"3564 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.973458,-82.106773,0.0,0.0
IAN-00543,"3578 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.972808,-82.106793,0.0,0.0
IAN-00544,"3584 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.97259,-82.106851,0.0,0.0
IAN-00545,"3581 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.972986,-82.107286,0.0,0.0
IAN-00546,"3573 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.973204,-82.107256,0.0,0.0
IAN-00547,"3565 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.973401,-82.107287,0.0,0.0
IAN-00548,"3557 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.973622,-82.10726,0.0,0.0
IAN-00549,"3549 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.973847,-82.107274,0.0,0.0
IAN-00550,"3541 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.974054,-82.107266,0.0,0.0
IAN-00551,"3533 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.974278,-82.107279,0.0,0.0
IAN-00552,"3525 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.974493,-82.107296,0.0,0.0
IAN-00553,"3517 Port Charlotte Boulevard, Port Charlotte, FL, 33952",26.975122,-82.107296,0.0,0.0
IAN-00554,"20526 Edgewater Drive, Port Charlotte, FL, 33952",26.972758,-82.107456,0.0,0.0
IAN-00555,"107 Sunnyside Street Northwest, Port Charlotte, FL, 33952",26.97303,-82.107797,0.0,0.0
IAN-00556,"113 Sunnyside Street Northwest, Port Charlotte, FL, 33952",26.973251,-82.107737,0.0,0.0
IAN-00557,"119 Sunnyside Street Northwest, Port Charlotte, FL, 33952",26.973465,-82.107765,0.0,0.0
IAN-00558,"125 Sunnyside Street Northwest, Port Charlotte, FL, 33952",26.973683,-82.107736,0.0,0.0
IAN-00559,"131 Sunnyside Street Northwest, Port Charlotte, FL, 33952",26.973895,-82.107748,0.0,0.0
IAN-00560,"137 Sunnyside Street Northwest, Port Charlotte, FL, 33952",26.974126,-82.107763,0.0,0.0
IAN-00561,"170 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.974894,-82.107325,0.0,0.0
IAN-00562,"174 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.974816,-82.107635,0.0,0.0
IAN-00563,"176 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.974676,-82.10786,0.0,0.0
IAN-00564,"178 Chelsea Court Northwest, Port Charlotte, FL, 33952",26.974592,-82.108053,0.0,0.0
