fd_id,occtype,st_damcat,found_ht,found_type,num_story,sqft,ftprntsqft,val_struct,val_cont,ground_elv,med_yr_blt,firmzone,bldheight,usastrucid,cbfips,longitude,latitude,truth_flooded,property_id,address,pct_flooded,max_depth_ft,urban_flag,optical_available,optical_water_pct,wse_spread_ft,rel_elev_ft,hand_ft,water_fraction,dpol_available,dpol_water,db_available,double_bounce,vh_available,vh_water_pct,rain_mm,ndvi_valid,ndvi_delta,near_water_flag,flood_s0,flood_s1,flood_s2
122557087,RES1-1SNB,RES,0.75,S,1,2298.0,2453,648880.4562929046,324440.2281464523,87.82044,2012,X,4.79,,481576734042007,-95.769424064249,29.640701990238,0.0,s2475,s2475,0.0,0.0,1,1,0.0,0.0,6.516,3.08,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122479229,RES1-1SNB,RES,0.75,S,1,1694.0,2273,427524.70985819696,213762.35492909848,84.47423,2010,X,4.09,,481576734012009,-95.749446103553,29.624275619896,0.0,s2476,s2476,0.0,0.0,1,1,0.0,0.0,6.775,1.76,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122470515,RES1-1SNB,RES,0.75,S,1,2025.0,2965,440575.8184225281,220287.90921126405,80.97774,1987,X,5.16,,481576736002012,-95.727615904405,29.621067283811,0.0,s2477,s2477,0.0,0.0,1,1,0.0,0.0,3.251,7.32,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122552452,RES1-1SNB,RES,0.75,S,1,1580.0,3838,295959.37695902336,147979.68847951168,76.92015,1989,X,3.97,,481576746032003,-95.687723945834,29.543852924132,0.0,s2478,s2478,0.0,0.0,1,1,0.0,0.0,19.519,8.77,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122443604,RES1-2SNB,RES,0.75,S,2,2380.0,2216,613498.9848501601,306749.49242508004,69.1836,1987,X,5.59,,481576740011000,-95.623332647446,29.581934401308,1.0,s2479,s2479,0.0,0.0,1,1,0.0,0.0,20.703,3.85,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122467627,RES1-1SWB,RES,2.0,B,1,3423.0,3120,794815.9757660399,397407.98788301996,79.46665,2012,X,0.02,,481576735012015,-95.730976194659,29.640374834678,1.0,s2480,s2480,0.0,0.0,0,1,0.0,0.0,4.27,0.13,0.0,1,0.0935,0,0.0,0,0.0,0.0,0,0.0,0,,,
122549779,RES1-2SNB,RES,0.75,S,2,3601.0,2774,860801.4993689804,430400.7496844902,72.939606,2009,X,5.53,,481576739022022,-95.659082793167,29.585389817287,0.0,s2481,s2481,0.0,0.0,1,1,0.0,0.0,8.29,3.27,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122527974,RES1-2SNB,RES,0.75,S,2,4090.0,3419,501104.7722197696,250552.3861098848,76.30677,2013,X,5.46,,481576747021015,-95.710480196771,29.564467556288,1.0,s2482,s2482,0.0,0.0,1,1,0.0,0.0,12.991,2.71,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122530035,RES1-2SNB,RES,0.75,S,2,4113.0,3016,710648.6439738555,355324.32198692777,82.316444,1987,X,5.88,,481576736004000,-95.729985074447,29.622871357696,0.0,s2483,s2483,0.0,0.0,1,1,0.0,0.0,6.136,11.19,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122667963,RES1-2SNB,RES,0.75,S,2,2194.0,1796,281002.34826774104,140501.17413387052,66.84679,1988,X,5.23,,481576740021014,-95.612654398789,29.582199411256,1.0,s2484,s2484,0.0,0.0,1,1,0.0,0.0,3.138,2.04,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122451238,RES1-1SNB,RES,0.75,S,1,1994.0,3018,566531.3067223479,283265.6533611739,72.515884,2009,X,6.11,,481576739022023,-95.66073176713,29.578038129093,0.0,s2485,s2485,0.0,0.0,1,1,0.0,0.0,8.173,1.45,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122742894,RES1-1SNB,RES,2.0,C,1,1166.0,1500,149913.37387032676,74956.68693516338,84.292946,1983,AE,0.0,,481576750002031,-95.803886022431,29.565132985446,1.0,s2486,s2486,0.0,0.0,0,1,0.0,0.0,26.283,1.72,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,1,,,
122471542,RES1-1SNB,RES,0.75,S,1,2557.0,3055,428001.77616883727,214000.88808441864,89.545616,2015,X,0.26,,481576755023009,-95.732606926609,29.537568313903,0.0,s2487,s2487,0.0,0.0,1,1,0.0655,0.0,9.851,1.06,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122589807,RES1-1SNB,RES,2.0,C,1,2152.0,2152,340278.99278964225,170139.49639482112,81.660095,2013,X,0.96,,481576747024001,-95.742791890339,29.574684910685,1.0,s2488,s2488,0.0,0.0,0,1,0.0,0.0,30.841,14.22,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,1,,,
122602836,RES1-1SNB,RES,0.75,S,1,1506.0,2071,283468.34513826086,141734.17256913043,77.93804,2013,X,0.0,,481576747024026,-95.729687565678,29.562250426665,1.0,s2489,s2489,0.0,0.0,0,1,0.0,0.0,14.196,11.14,0.0,1,0.013,0,0.0,0,0.0,0.0,0,0.0,0,,,
122667780,RES1-2SNB,RES,0.75,S,2,3859.0,2076,886717.1813699581,443358.59068497905,69.61648,1998,X,6.19,,481576744015001,-95.611685466408,29.558071403055,0.0,s2490,s2490,0.0,0.0,1,1,0.0,0.0,11.151,4.43,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122578443,RES1-1SNB,RES,0.75,S,1,2364.0,2809,552700.7472759337,276350.37363796687,84.02907,2010,AE,3.83,,481576734011022,-95.747967974295,29.598974115495,0.0,s2491,s2491,0.0,0.0,1,1,0.0,0.0,8.547,2.1,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
122586381,RES1-1SNB,RES,0.75,S,1,2146.0,2675,521791.0222500372,260895.5111250186,91.974754,2010,X,5.52,,481576734013023,-95.808065694454,29.593742994111,0.0,s2492,s2492,0.0,0.0,1,1,0.0545,0.0,6.298,1.29,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0.0,0,,,
