property_id,address,latitude,longitude,pct_flooded,max_depth_ft,urban_flag,optical_available,optical_water_pct,wse_spread_ft,rel_elev_ft,dem_resolution_m,depth_lower_ft,depth_upper_ft,depth_ci_ft
HARV-00477,"9545 Katy Freeway, Houston, TX",29.783322,-95.529082,0.0,0.0,1,1,0.0,0.0,1.739,1,0.0,0.0,0.0
HARV-00478,"13739 Southwest Freeway, Sugar Land, TX, 77478",29.622716,-95.598303,0.0,0.0,1,1,0.0,0.0,2.587,1,0.0,0.0,0.0
HARV-00479,"910 Snover Street, Houston, TX, 77008",29.76966,-95.404668,0.0,0.0,1,1,0.0315,0.0,4.329,1,0.0,0.0,0.0
HARV-00480,"4720 Washington Avenue, Houston, TX, 77007",29.770815,-95.409108,0.0,0.0,1,1,0.0,0.0,4.751,1,0.0,0.0,0.0
HARV-00481,"4601 Washington Avenue, Houston, TX, 77007",29.770282,-95.407678,0.0,0.0,1,1,0.0,0.0,6.344,1,0.0,0.0,0.0
HARV-00482,"3939 Washington Avenue, Houston, TX, 77007",29.769595,-95.400728,0.0,0.0,1,1,0.0,0.0,9.911,1,0.0,0.0,0.0
HARV-00483,"33 Waugh Drive, Houston, TX, 77007",29.76817,-95.397889,0.0,0.0,1,1,0.0,0.0,18.12,1,0.0,0.0,0.0
HARV-00484,"140 South Heights Boulevard, Houston, TX, 77007",29.768163,-95.39755,0.0,0.0,1,1,0.0,0.0,19.256,1,0.0,0.0,0.0
HARV-00485,"77 Harvard Street, Houston, TX, 77007",29.770061,-95.396209,0.0,0.0,1,1,0.0,0.0,9.492,1,0.0,0.0,0.0
HARV-00486,"3414 Washington Avenue, Houston, TX, 77007",29.769595,-95.394786,0.0,0.0,1,1,0.0,0.0,3.846,1,0.0,0.0,0.0
HARV-00487,"800 Sorella Court, Houston, TX, 77024",29.779916,-95.561257,0.0,0.0,1,1,0.0601,0.0,11.557,1,0.0,0.0,0.0
HARV-00488,"904 Westheimer Road, Houston, TX, 77006",29.744992,-95.3907,0.0,0.0,1,1,0.0073,0.0,1.061,1,0.0,0.0,0.0
HARV-00489,"5860 San Felipe Street, Houston, TX, 77057",29.750386,-95.48508,0.0,0.0,1,1,0.0,0.0,3.501,1,0.0,0.0,0.0
HARV-00490,"6214 Beverly Hill Street, Houston, TX, 77057",29.730864,-95.490713,0.0,0.0,1,1,0.0,0.0,2.835,1,0.0,0.0,0.0
HARV-00491,"11300 Katy Freeway Frontage Road, Houston, TX, 77043",29.785449,-95.582605,0.0,0.0,1,1,0.0,0.0,3.111,1,0.0,0.0,0.0
HARV-00492,"6965 Harwin Drive, Houston, TX, 77036",29.717759,-95.505562,0.0,0.0,1,1,0.0,0.0,3.036,1,0.0,0.0,0.0
HARV-00493,"2726 Bissonnet Street, Houston, TX, 77005",29.725788,-95.421588,0.0,0.0,1,1,0.0,0.0,2.639,1,0.0,0.0,0.0
HARV-00494,"11606 Wilcrest Drive, Houston, TX, 77099",29.653037,-95.570905,0.0,0.0,1,1,0.0,0.0,6.842,1,0.0,0.0,0.0
HARV-00495,"8210 Kirby Drive, Houston, TX, 77054",29.691425,-95.413426,0.0,0.0,1,1,0.0,0.0,7.323,1,0.0,0.0,0.0
HARV-00496,"11320 Chimney Rock Road, Houston, TX, 77035",29.657641,-95.47804,0.0,0.0,1,1,0.0,0.0,7.942,1,0.0,0.0,0.0
HARV-00497,"8236 Kirby Drive, Houston, TX, 77054",29.689168,-95.412968,0.0,0.0,0,1,0.1558,0.0,7.556,1,0.0,0.0,0.0
HARV-00498,"9619 Hillcroft Avenue, 77096",29.676708,-95.493032,0.0,0.0,1,1,0.0,0.0,23.292,1,0.0,0.0,0.0
HARV-00499,"13920 Fondren Road, Missouri City, TX, 77489",29.620143,-95.509427,0.0,0.0,1,1,0.0,0.0,3.994,1,0.0,0.0,0.0
HARV-00500,"8420 South Sam Houston Parkway West, Houston, TX, 77085",29.621677,-95.5088,0.0,0.0,1,1,0.0,0.0,1.655,1,0.0,0.0,0.0
HARV-00501,"13630 Fondren Road, Houston, TX, 77085",29.624081,-95.508558,0.0,0.0,1,1,0.0,0.0,7.134,1,0.0,0.0,0.0
HARV-00502,"5236 Cedar Street, Bellaire, TX, 77401",29.707249,-95.471984,0.0,0.0,1,1,0.1164,0.0,1.462,1,0.0,0.0,0.0
HARV-00503,"5413 Bellaire Boulevard, Bellaire, TX, 77401",29.705124,-95.475098,0.0,0.0,1,1,0.0735,0.0,2.656,1,0.0,0.0,0.0
HARV-00504,"5601 Main Street, Houston, TX, 77005",29.725322,-95.389253,0.0,0.0,1,1,0.0,0.0,25.583,1,0.0,0.0,0.0
HARV-00505,"1001 Bissonnet Street, Houston, TX, 77005",29.725729,-95.390709,0.0,0.0,1,1,0.0,0.0,26.845,1,0.0,0.0,0.0
HARV-00506,"12220 South Gessner Drive, Houston, TX, 77071",29.64399,-95.529358,0.0,0.0,1,1,0.0,0.0,7.457,1,0.0,0.0,0.0
HARV-00507,"303 Memorial City, Houston, TX, 77024",29.78149,-95.539626,0.0,0.0,1,1,0.2134,0.0,6.667,1,0.0,0.0,0.0
HARV-00508,"1 Baylor Plaza, Houston, TX, 77030",29.711427,-95.395949,0.0,0.0,1,1,0.0,0.0,11.581,1,0.0,0.0,0.0
HARV-00509,"13703 Southwest Freeway, Sugar Land, TX, 77478",29.622778,-95.598424,0.0,0.0,1,1,0.0,0.0,2.534,1,0.0,0.0,0.0
HARV-00510,"5174 Richmond Avenue, Houston, TX, 77056",29.731974,-95.466173,0.0,0.0,0,1,0.0,0.0,1.138,1,0.0,0.0,0.0
HARV-00511,"5555 Hermann Park Drive, Houston, TX, 77030",29.721914,-95.389857,0.0,0.0,1,1,0.6355,0.0,5.856,1,0.0,0.0,0.0
HARV-00512,"7320 Southwest Freeway, Houston, TX",29.702667,-95.517021,0.0,0.0,1,1,0.0,0.0,4.133,1,0.0,0.0,0.0
HARV-00513,11215 Bellaire Boulevard,29.702883,-95.578609,0.0,0.0,1,1,0.3839,0.0,8.199,1,0.0,0.0,0.0
HARV-00514,"2531 Amherst Street, Houston, TX, 77005",29.7157,-95.417388,0.0,0.0,1,1,0.0,0.0,1.84,1,0.0,0.0,0.0
HARV-00515,"170 Heights Boulevard, Houston, TX, 77007",29.772602,-95.397053,0.0,0.0,1,1,0.0,0.0,43.009,1,0.0,0.0,0.0
HARV-00516,"5555 Washington Avenue, Houston, TX",29.770344,-95.417697,0.0,0.0,1,1,0.0,0.0,2.413,1,0.0,0.0,0.0
HARV-00517,"1990 Post Oak Boulevard, Houston, TX, 77056",29.744707,-95.461656,0.0,0.0,1,1,0.0,0.0,10.048,1,0.0,0.0,0.0
HARV-00518,1515 Studemont Street,29.775274,-95.390784,0.0,0.0,1,1,0.0,0.0,40.673,1,0.0,0.0,0.0
HARV-00519,"195 Yale Street, Houston, TX",29.775022,-95.400228,0.0,0.0,1,1,0.1916,0.0,41.231,1,0.0,0.0,0.0
HARV-00520,"3902 Koehler Street, Houston, TX",29.774548,-95.398963,0.0,0.0,1,1,0.0,0.0,39.06,1,0.0,0.0,0.0
HARV-00521,"5401 Memorial Drive, Houston, TX",29.760997,-95.420627,0.0,0.0,1,1,0.0,0.0,39.607,1,0.0,0.0,0.0
HARV-00522,"1700 Post Oak Boulevard, Houston, TX, 77056",29.749595,-95.461872,0.0,0.0,1,1,0.3524,0.0,4.411,1,0.0,0.0,0.0
HARV-00523,6528 Haskell Street,29.772142,-95.429685,0.0,0.0,0,1,0.0,0.0,1.773,1,0.0,0.0,0.0
HARV-00524,6525 Durford Street,29.772214,-95.429802,0.0,0.0,0,1,0.0,0.0,1.914,1,0.0,0.0,0.0
HARV-00525,6415 Durford Street,29.772976,-95.429196,0.0,0.0,1,1,0.0,0.0,1.953,1,0.0,0.0,0.0
HARV-00526,"5895 San Felipe Street, Houston, TX, 77057",29.748223,-95.484647,0.0,0.0,1,1,0.0,0.0,6.129,1,0.0,0.0,0.0
HARV-00527,"1001 East Memorial Loop Drive, Houston, TX, 77007",29.773263,-95.433313,0.0,0.0,0,1,0.0,0.0,5.423,1,0.0,0.0,0.0
HARV-00528,"8057 Kirby Drive, Houston, TX, 77054",29.691596,-95.412093,0.0,0.0,1,1,0.0,0.0,4.648,1,0.0,0.0,0.0
HARV-00529,"5324 Elm Street, Houston, TX, 77081",29.71326,-95.47417,0.0,0.0,1,1,0.0,0.0,1.846,1,0.0,0.0,0.0
HARV-00530,"2015 West Gray Street, Houston, TX, 77019",29.752637,-95.409336,0.0,0.0,1,1,0.0,0.0,2.311,1,0.0,0.0,0.0
HARV-00531,"3262 Westheimer Road, Houston, TX, 77098",29.742459,-95.425457,0.0,0.0,1,1,0.0,0.0,4.869,1,0.0,0.0,0.0
HARV-00532,"5 West 11th Street, Houston, TX",29.725412,-95.39208,0.0,0.0,1,1,0.0,0.0,23.794,1,0.0,0.0,0.0
HARV-00533,"13827 Southwest Freeway, Sugar Land, TX, 77478",29.621212,-95.599187,0.0,0.0,1,1,0.0437,0.0,12.421,1,0.0,0.0,0.0
HARV-00534,"13849 Southwest Freeway, Sugar Land, TX, 77478",29.622248,-95.597821,0.0,0.0,1,1,0.0,0.0,2.919,1,0.0,0.0,0.0
HARV-00535,"13895 Southwest Freeway, Sugar Land, TX, 77478",29.621544,-95.599747,0.0,0.0,1,1,0.0,0.0,12.353,1,0.0,0.0,0.0
HARV-00536,"8210 South Gessner Drive, Houston, TX, 77036",29.688155,-95.533233,0.0,0.0,1,1,0.2201,0.0,5.581,1,0.0,0.0,0.0
HARV-00537,"5373 West Alabama Street, Houston, TX, 77056",29.737456,-95.469581,0.0,0.0,1,1,0.3484,0.0,10.299,1,0.0,0.0,0.0
HARV-00538,"6666 Harwin Drive, Houston, TX, 77036",29.720204,-95.499293,0.0,0.0,1,1,0.0,0.0,2.444,1,0.0,0.0,0.0
HARV-00539,"2727 Fondren Road, Houston, TX, 77063",29.73639,-95.520009,0.0,0.0,1,1,0.0,0.0,3.924,1,0.0,0.0,0.0
HARV-00540,"2540 Times Boulevard, 77005",29.716819,-95.417963,0.0,0.0,1,1,0.0,0.0,1.883,1,0.0,0.0,0.0
HARV-00541,"2429 Bissonnet Street, Houston, TX, 77005",29.725221,-95.416232,0.0,0.0,1,1,0.0,0.0,3.812,1,0.0,0.0,0.0
HARV-00542,"3100 Richmond Avenue, Houston, TX, 77098",29.73452,-95.424923,0.0,0.0,1,1,0.0,0.0,2.334,1,0.0,0.0,0.0
HARV-00543,"9601 Katy Freeway, Houston, TX, 77024",29.78329,-95.529526,0.0,0.0,1,1,0.0,0.0,1.593,1,0.0,0.0,0.0
HARV-00544,"3701 Kirby Drive, Houston, TX, 77098",29.733047,-95.418424,0.0,0.0,1,1,0.0,0.0,1.474,1,0.0,0.0,0.0
HARV-00545,"9898 Bissonnet Street, Houston, TX, 77036",29.675718,-95.553113,0.0,0.0,1,1,0.0,0.0,2.3,1,0.0,0.0,0.0
HARV-00546,"1801 Durham Drive, Houston, TX, 77007",29.776501,-95.41143,0.0,0.0,1,1,0.0,0.0,16.809,1,0.0,0.0,0.0
HARV-00547,"10649 Haddington Drive, TX, 77043",29.798748,-95.561614,0.0,0.0,1,1,0.0,0.0,1.9,1,0.0,0.0,0.0
HARV-00548,"14354 Memorial Dr, Houston, TX, 77079",29.771142,-95.59953,0.0,0.0,1,1,0.0,0.0,6.278,1,0.0,0.0,0.0
HARV-00549,"11209 Suite C30 Bellaire Boulevard, 77072",29.702783,-95.578604,0.0,0.0,1,1,0.4099,0.0,5.862,1,0.0,0.0,0.0
HARV-00550,"6445 Westheimer Road, Houston, TX",29.73724,-95.497978,0.0,0.0,1,1,0.0,0.0,8.293,1,0.0,0.0,0.0
HARV-00551,"713 Meyerland Plaza, Houston, TX",29.68877,-95.462105,0.0,0.0,1,1,0.0,0.0,8.168,1,0.0,0.0,0.0
HARV-00552,"3015 Richmond Avenue, Houston, TX, 77098",29.733586,-95.424094,0.0,0.0,1,1,0.0,0.0,0.818,1,0.0,0.0,0.0
HARV-00553,5710 Memorial Drive,29.761765,-95.419897,0.0,0.0,1,1,0.0,0.0,32.771,1,0.0,0.0,0.0
HARV-00554,"2477 Post Oak Boulevard, Houston, TX, 77056",29.742204,-95.460156,0.0,0.0,1,1,0.0,0.0,4.836,1,0.0,0.0,0.0
HARV-00555,"2411 Post Oak Boulevard, Houston, TX",29.742746,-95.460188,0.0,0.0,1,1,0.0,0.0,4.839,1,0.0,0.0,0.0
HARV-00556,"2405 Post Oak Boulevard, Houston, TX",29.74299,-95.460194,0.0,0.0,1,1,0.0,0.0,7.302,1,0.0,0.0,0.0
HARV-00557,"2327 Post Oak Boulevard, Houston, TX, 77056",29.74325,-95.460207,0.0,0.0,1,1,0.0,0.0,10.833,1,0.0,0.0,0.0
HARV-00558,"2315 Post Oak Boulevard, Houston, TX",29.743443,-95.460213,0.0,0.0,1,1,0.0,0.0,13.261,1,0.0,0.0,0.0
HARV-00559,"2131 Post Oak Boulevard, Houston, TX, 77056",29.743886,-95.460219,0.0,0.0,1,1,0.0,0.0,15.929,1,0.0,0.0,0.0
HARV-00560,"5000 Westheimer Road, Houston, TX, 77056",29.74112,-95.462946,0.0,0.0,1,1,0.0,0.0,20.92,1,0.0,0.0,0.0
HARV-00561,"5000 Westheimer Road, Houston, TX",29.742171,-95.463029,0.0,0.0,1,1,0.452,0.0,13.094,1,0.0,0.0,0.0
HARV-00562,"5014 Westheimer Road, Houston, TX",29.741731,-95.461455,0.0,0.0,1,1,0.0,0.0,7.844,1,0.0,0.0,0.0
HARV-00563,"5002 Westheimer Road, Houston, TX",29.741364,-95.461463,0.0,0.0,1,1,0.0,0.0,13.471,1,0.0,0.0,0.0
HARV-00564,"2929 Allen Parkway, Houston, TX, 77019",29.760736,-95.397544,0.0,0.0,1,1,0.1802,0.0,39.854,1,0.0,0.0,0.0
HARV-00565,"5230 Westpark Drive, Houston, TX, 77056",29.725987,-95.466857,0.0,0.0,0,1,0.0,0.0,7.702,1,0.0,0.0,0.0
HARV-00566,5161 San Felipe Street,29.749017,-95.466581,0.0,0.0,1,1,0.0,0.0,3.828,1,0.0,0.0,0.0
HARV-00567,"5433 Westheimer Road, Houston, TX, 77056",29.738335,-95.471557,0.0,0.0,1,1,0.0,0.0,13.404,1,0.0,0.0,0.0
HARV-00568,"8150 Southwest Freeway, Houston, TX, 77074",29.691452,-95.530263,0.0,0.0,1,1,0.0,0.0,4.116,1,0.0,0.0,0.0
HARV-00569,"8410 West Bartell Drive, Houston, TX",29.681615,-95.421493,0.0,0.0,1,1,0.1151,0.0,2.278,1,0.0,0.0,0.0
HARV-00570,"3310 Katy Freeway, Houston, TX, 77007",29.777423,-95.393563,0.0,0.0,1,1,0.0,0.0,40.164,1,0.0,0.0,0.0
HARV-00571,"905 Town and Country Boulevard, Houston, TX, 77024",29.782706,-95.561068,0.0,0.0,1,1,0.0,0.0,13.527,1,0.0,0.0,0.0
HARV-00572,"5901 Beverlyhill Street, TX, 77057",29.730014,-95.482447,0.0,0.0,1,1,0.0,0.0,3.131,1,0.0,0.0,0.0
HARV-00573,"2100 West Loop South, Houston, TX, 77027",29.745965,-95.457998,0.0,0.0,1,1,0.4852,0.0,15.036,1,0.0,0.0,0.0
HARV-00574,"11415 Bellaire Boulevard, Houston, TX, 77072",29.703258,-95.580425,0.0,0.0,1,1,0.0,0.0,3.595,1,0.0,0.0,0.0
HARV-00575,"900 Memorial City Way, Houston, TX, 77024",29.782082,-95.540999,0.0,0.0,1,1,0.0,0.0,4.078,1,0.0,0.0,0.0
HARV-00576,900 Brogden Road,29.7818,-95.50496,0.0,0.0,1,1,0.0,0.0,15.218,1,0.0,0.0,0.0
HARV-00577,"5335 Indigo Street, 77096",29.686493,-95.479141,0.0,0.0,1,1,0.0,0.0,8.279,1,0.0,0.0,0.0
HARV-00578,"2925 Richmond Avenue, Houston, TX, 77098",29.73369,-95.422904,0.0,0.0,1,1,0.1164,0.0,1.537,1,0.0,0.0,0.0
HARV-00579,"8584 Katy Freeway, Houston, TX, 77024",29.787011,-95.497815,0.0,0.0,1,1,0.0,0.0,9.438,1,0.0,0.0,0.0
HARV-00580,"10275 South Post Oak Road Frontage Road, Houston, TX, 77096",29.671965,-95.460564,0.0,0.0,1,1,0.0,0.0,4.548,1,0.0,0.0,0.0
HARV-00581,"10455 Briar Forest Drive, Houston, TX, 77042",29.746995,-95.559957,0.0,0.0,1,1,0.232,0.0,9.036,1,0.0,0.0,0.0
HARV-00582,"8710 Westpark Drive, Houston, TX, 77063",29.722915,-95.517442,0.0,0.0,1,1,0.0,0.0,3.829,1,0.0,0.0,0.0
HARV-00583,"120 West Sam Houston Parkway, Houston, TX",29.669882,-95.561717,0.0,0.0,1,1,0.0,0.0,4.643,1,0.0,0.0,0.0
HARV-00584,"10039 Bissonnet Street, Houston, TX, 77036",29.674789,-95.554131,0.0,0.0,1,1,0.1401,0.0,1.622,1,0.0,0.0,0.0
HARV-00585,"2400 Mid Lane, Houston, TX, 77027",29.743391,-95.450641,0.0,0.0,1,1,0.0,0.0,2.6,1,0.0,0.0,0.0
HARV-00586,"5301 Nolda Street, Houston, TX, 77007",29.775978,-95.416085,0.0,0.0,1,1,0.0,0.0,17.566,1,0.0,0.0,0.0
HARV-00587,"2207 Washington Avenue, Houston, TX, 77007",29.768006,-95.380857,0.0,0.0,1,1,0.0,0.0,14.286,1,0.0,0.0,0.0
HARV-00588,"2203 Washington Avenue, Houston, TX, 77007",29.767997,-95.380722,0.0,0.0,1,1,0.0,0.0,12.393,1,0.0,0.0,0.0
HARV-00589,"2206 Edwards Street, Houston, TX, 77007",29.771213,-95.380855,0.0,0.0,1,1,0.0,0.0,3.427,1,0.0,0.0,0.0
HARV-00590,"602 Fairview Street, Houston, TX, 77006",29.748275,-95.388264,0.0,0.0,1,1,0.0,0.0,2.467,1,0.0,0.0,0.0
HARV-00591,"604 Fairview Street, Houston, TX, 77006",29.748266,-95.388422,0.0,0.0,1,1,0.0,0.0,2.531,1,0.0,0.0,0.0
HARV-00592,"2802 White Oak Drive, Houston, TX, 77007",29.781824,-95.389088,0.0,0.0,1,1,0.0,0.0,31.757,1,0.0,0.0,0.0
HARV-00593,"9399 South Gessner Drive, Houston, TX, 77074",29.680357,-95.528121,0.0,0.0,1,1,0.0,0.0,7.864,1,0.0,0.0,0.0
HARV-00594,"13950 Hillcroft Avenue, Houston, TX, 77085",29.622343,-95.495906,0.0,0.0,1,1,0.0,0.0,9.889,1,0.0,0.0,0.0
HARV-00595,"1417 Westheimer Road, Houston, TX, 77006",29.742742,-95.396779,0.0,0.0,1,1,0.0,0.0,1.503,1,0.0,0.0,0.0
HARV-00596,"2800 Kirby Drive, Houston, TX, 77098",29.741517,-95.419486,0.0,0.0,1,1,0.4011,0.0,17.784,1,0.0,0.0,0.0
HARV-00597,"1749 Richmond Avenue, Houston, TX, 77098",29.733995,-95.404155,0.0,0.0,1,1,0.0,0.0,3.556,1,0.0,0.0,0.0
HARV-00598,"1625 Richmond Avenue, Houston, TX, 77006",29.734159,-95.400678,0.0,0.0,1,1,0.0,0.0,3.217,1,0.0,0.0,0.0
HARV-00599,"5827 Hillcroft Avenue, Houston, TX, 77036",29.719035,-95.500378,0.0,0.0,1,1,0.0,0.0,3.141,1,0.0,0.0,0.0
HARV-00600,"8121 Westglen Drive, Houston, TX, 77063",29.724499,-95.507991,0.0,0.0,1,1,0.0,0.0,1.833,1,0.0,0.0,0.0
HARV-00601,"11625 Beechnut Street, Houston, TX, 77072",29.687177,-95.584452,0.0,0.0,1,1,0.0,0.0,5.41,1,0.0,0.0,0.0
HARV-00602,"9280 Bellaire Boulevard, Houston, TX, 77036",29.705817,-95.546864,0.0,0.0,1,1,0.0191,0.0,2.818,1,0.0,0.0,0.0
HARV-00603,"9380 Bellaire Boulevard, Houston, TX, 77036",29.705671,-95.548461,0.0,0.0,1,1,0.0863,0.0,2.429,1,0.0,0.0,0.0
HARV-00604,"5753 West Alabama Street, Houston, TX, 77056",29.737574,-95.469842,0.0,0.0,1,1,0.3125,0.0,10.206,1,0.0,0.0,0.0
HARV-00605,"9801 Westheimer Road, Houston, TX, 77042",29.736492,-95.541717,0.0,0.0,1,1,0.0,0.0,4.466,1,0.0,0.0,0.0
HARV-00606,"12848 Queensbury Lane, Houston, TX, 77079",29.778903,-95.5614,0.0,0.0,1,1,0.0009,0.0,20.856,1,0.0,0.0,0.0
HARV-00607,"800 Sorella Court, Houston, TX, 77079",29.780191,-95.5614,0.0,0.0,1,1,0.0737,0.0,10.507,1,0.0,0.0,0.0
HARV-00608,"12888 Queensbury Lane, Houston, TX, 77024",29.779629,-95.562186,0.0,0.0,1,1,0.0555,0.0,17.489,1,0.0,0.0,0.0
HARV-00609,"840 West Sam Houston Parkway North, Houston, TX, 77079",29.780017,-95.561873,0.0,0.0,1,1,0.1162,0.0,14.666,1,0.0,0.0,0.0
HARV-00610,"799 Town and Country Boulevard, Houston, TX, 77024",29.779944,-95.560914,0.0,0.0,1,1,0.0,0.0,8.681,1,0.0,0.0,0.0
HARV-00611,"842 West Sam Houston Parkway North, Houston, TX, 77079",29.780464,-95.561906,0.0,0.0,1,1,0.0087,0.0,14.977,1,0.0,0.0,0.0
HARV-00612,303 Memorial City,29.782377,-95.539558,0.0,0.0,1,1,0.0,0.0,6.268,1,0.0,0.0,0.0
HARV-00613,"10523 Katy Freeway, Houston, TX, 77024",29.783386,-95.558799,0.0,0.0,1,1,0.0,0.0,5.677,1,0.0,0.0,0.0
HARV-00614,"10521 Katy Freeway, Houston, TX, 77024",29.783346,-95.558675,0.0,0.0,1,1,0.0,0.0,5.308,1,0.0,0.0,0.0
HARV-00615,"10217 Katy Freeway, Houston, TX, 77024",29.782822,-95.54951,0.0,0.0,1,1,0.0,0.0,1.912,1,0.0,0.0,0.0
HARV-00616,"9799 Katy Freeway, Houston, TX, 77024",29.783418,-95.534658,0.0,0.0,1,1,0.0,0.0,2.075,1,0.0,0.0,0.0
HARV-00617,"7699 Katy Freeway, Houston, TX, 77024",29.783338,-95.467616,0.0,0.0,1,1,0.0265,0.0,2.626,1,0.0,0.0,0.0
HARV-00618,"9778 Katy Freeway, Houston, TX",29.785491,-95.53708,0.0,0.0,1,1,0.0,0.0,3.814,1,0.0,0.0,0.0
HARV-00619,"9778 Katy Freeway, Houston, TX, 77055",29.785477,-95.537598,0.0,0.0,1,1,0.0,0.0,3.696,1,0.0,0.0,0.0
HARV-00620,"521 Lovett Boulevard, Houston, TX, 77006",29.743343,-95.388856,0.0,0.0,1,1,0.0,0.0,1.176,1,0.0,0.0,0.0
HARV-00621,"11709 West Airport Boulevard, Meadows Place, TX, 77477",29.646482,-95.582706,0.0,0.0,1,1,0.2325,0.0,6.109,1,0.0,0.0,0.0
HARV-00622,"12602 Southwest Freeway, Stafford, TX, 77477",29.639336,-95.582335,0.0,0.0,1,1,0.0,0.0,3.25,1,0.0,0.0,0.0
HARV-00623,"12661 Memorial Drive, Houston, TX, 77024",29.766292,-95.55804,0.0,0.0,1,1,0.1305,0.0,19.124,1,0.0,0.0,0.0
HARV-00624,"5100 Westheimer Road, Houston, TX, 77056",29.741038,-95.464882,0.0,0.0,1,1,0.0,0.0,17.673,1,0.0,0.0,0.0
HARV-00625,"1260 Blalock Road, Houston, TX, 77055-6476",29.791198,-95.520982,0.0,0.0,1,1,0.0,0.0,4.079,1,0.0,0.0,0.0
HARV-00626,"4920 San Jacinto Street, Houston, TX, 77004",29.728928,-95.384847,0.0,0.0,1,1,0.0,0.0,3.448,1,0.0,0.0,0.0
HARV-00627,"1500 Old Spanish Trail, Houston, TX, 77054",29.693701,-95.406271,0.0,0.0,1,1,0.0,0.0,2.342,1,0.0,0.0,0.0
HARV-00628,"2727 West Holcombe Boulevard, Houston, 77025",29.705285,-95.420669,0.0,0.0,1,1,0.0,0.0,2.571,1,0.0,0.0,0.0
HARV-00629,"10780 Westview Drive, Houston, TX, 77043",29.791295,-95.565316,0.0,0.0,1,1,0.0,0.0,9.684,1,0.0,0.0,0.0
HARV-00630,"10414 Richmond Avenue, Houston, TX, 77042",29.728231,-95.55839,0.0,0.0,1,1,0.0,0.0,4.791,1,0.0,0.0,0.0
HARV-00631,"9384 Bellaire Boulevard, Houston, TX, 77036",29.70556,-95.548463,0.0,0.0,1,1,0.0406,0.0,2.35,1,0.0,0.0,0.0
HARV-00632,"7500 Kirby Drive, Houston, TX",29.69975,-95.418416,0.0,0.0,1,1,0.0,0.0,29.521,1,0.0,0.0,0.0
HARV-00633,"8313 Southwest Freeway, Houston, TX, 77074",29.729479,-95.418458,0.0,0.0,1,1,0.0,0.0,2.653,1,0.0,0.0,0.0
HARV-00634,"7670 Katy Freeway, Houston, TX, 77024",29.786135,-95.467582,0.0,0.0,1,1,0.0,0.0,1.548,1,0.0,0.0,0.0
HARV-00635,"6127 Westheimer Road, Houston, TX, 77057",29.736663,-95.490292,0.0,0.0,1,1,0.0,0.0,1.8,1,0.0,0.0,0.0
HARV-00636,"9746 Katy Freeway, Houston, TX, 77055",29.786192,-95.534982,0.0,0.0,1,1,0.0,0.0,3.354,1,0.0,0.0,0.0
HARV-00637,"2024 Richmond Avenue, Houston, TX, 77098",29.734397,-95.411085,0.0,0.0,1,1,0.0,0.0,2.082,1,0.0,0.0,0.0
HARV-00638,"8332 Southwest Freeway Frontage Road, Houston, TX, 77074",29.689365,-95.531261,0.0,0.0,1,1,0.0,0.0,2.856,1,0.0,0.0,0.0
HARV-00639,"8336 Southwest Freeway Frontage Road, Houston, TX, 77054",29.689292,-95.531319,0.0,0.0,1,1,0.0,0.0,2.726,1,0.0,0.0,0.0
HARV-00640,"8338 Southwest Freeway Frontage Road, Houston, TX, 77074",29.689191,-95.531396,0.0,0.0,1,1,0.0,0.0,2.51,1,0.0,0.0,0.0
HARV-00641,"13503 Pike Road, Missouri City, TX, 77489",29.627854,-95.548064,0.0,0.0,1,1,0.0,0.0,15.262,1,0.0,0.0,0.0
HARV-00642,"7747 Kirby Drive, Houston, TX, 77030",29.695905,-95.415166,0.0,0.0,1,1,0.0,0.0,30.141,1,0.0,0.0,0.0
HARV-00643,"7811 Main Street, Houston, TX, 77030",29.694586,-95.413473,0.0,0.0,1,1,0.0,0.0,10.425,1,0.0,0.0,0.0
HARV-00644,"1333 Old Spanish Trail, Houston, TX, 77054",29.693517,-95.411536,0.0,0.0,1,1,0.0,0.0,6.555,1,0.0,0.0,0.0
HARV-00645,"8216 Kirby Drive, Houston, TX, 77054",29.691578,-95.41313,0.0,0.0,1,1,0.0,0.0,4.402,1,0.0,0.0,0.0
HARV-00646,"8138 Kirby Drive, Houston, TX, 77054",29.690158,-95.414552,0.0,0.0,1,1,0.0,0.0,11.069,1,0.0,0.0,0.0
HARV-00647,"8505 Main Street, Houston, TX, 77025",29.691071,-95.415721,0.0,0.0,1,1,0.0,0.0,10.942,1,0.0,0.0,0.0
HARV-00648,"8502 Main Street, Houston, TX, 77025",29.691779,-95.417039,0.0,0.0,1,1,0.0,0.0,9.564,1,0.0,0.0,0.0
HARV-00649,"8330 Main Street, Houston, TX, 77025",29.69221,-95.416771,0.0,0.0,1,1,0.0,0.0,8.126,1,0.0,0.0,0.0
HARV-00650,"8500 Main Street, Houston, TX, 77025",29.692943,-95.41857,0.0,0.0,1,1,0.0,0.0,9.88,1,0.0,0.0,0.0
HARV-00651,"2600 South Loop West, Houston, TX, 77054",29.678453,-95.418388,0.0,0.0,1,1,0.0,0.0,2.642,1,0.0,0.0,0.0
HARV-00652,"3830 Richmond Avenue, Houston, TX, 77027",29.73413,-95.441206,0.0,0.0,1,1,0.0,0.0,3.12,1,0.0,0.0,0.0
